txn_date,industry,segment,geo_type,geo_name,nation_name,boundary_name,Transaction Amount,Transaction Count,Account Count,Average Ticket,Average Frequency,Average Spend Amount,Year-on-Year Transaction Amount,Year-on-Year Transaction Count
1/14/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,107.44,159.59,153.11,31.13,104.03,32.36,-13.47,109.91
1/15/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,52.87,85.57,81.22,28.85,106.73,30.84,-22.74,21.41
1/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,41.06,100.24,104.11,20.15,97.76,19.73,104.5,350.4
1/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,74.04,149.59,152.75,22.05,99.16,21.92,342.54,404.8
1/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,72.69,158.57,159.5,22.42,100.86,22.64,96.88,382.12
1/19/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,82.21,148.4,153.27,26.21,98.65,25.96,218.77,280.34
1/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,131.23,188.01,189.23,30.55,100.43,30.75,134.62,242.63
1/21/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,110.08,129.08,130.4,39.21,101.24,39.84,26.17,32.39
1/22/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,54.38,66.15,67.34,35.52,100.68,35.9,-34.42,-15.25
1/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,59.09,113.3,117.16,23.02,98.79,22.83,265.9,454.56
1/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,100.17,143.71,147.3,29.7,98.86,29.47,173.27,234.6
1/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,109.85,182.08,189.58,26.9,98.07,26.47,97.9,318.02
1/26/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,94.35,165.4,165.42,27.24,101.17,27.53,127.12,177.34
1/27/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,124.09,189.33,186.48,29,101.31,29.44,175.81,196.52
1/28/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,102.69,134.02,126.55,37.29,105.53,39.17,25.25,60.63
1/29/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,75.07,72.08,71.64,47.07,101.95,48.1,21.2,15.85
1/30/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,59.5,107.59,111.59,24.39,98.21,24.03,88.44,169.59
1/31/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,54.78,120.81,121.99,23.16,100.42,23.18,13.72,295.93
2/1/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,67.68,138.19,142.91,22.46,98.18,22.09,71.99,214.79
2/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,60.32,132.7,136,21.11,99.65,21.13,96.32,196.79
2/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,124.9,172.07,179.64,30.68,97.48,30,118.55,193.25
2/4/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,119.1,130.94,132.65,39.99,101.15,40.59,54.42,77.83
2/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,46.4,61.82,60.89,32.8,102.59,33.72,-9.07,11.46
2/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,66.64,110.3,113.07,26.12,99.34,26,328.53,317.58
2/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,70.42,145.35,148.37,20.98,99.3,20.89,62.15,195.15
2/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,70.15,158.73,163.47,19.41,98.8,19.23,65.4,166.86
2/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,84.22,158.35,162.75,22.75,99.18,22.6,89.98,115.3
2/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,144.91,163.7,168.24,38.3,99.46,38.25,355.85,194.34
2/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,142.19,148.67,147.89,40.46,102.85,41.76,67.57,74.88
2/12/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,65.7,76.29,76.6,39.17,101.84,40,-17.94,0.11
2/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,40.72,100.3,102.82,18.9,99.48,18.89,-15.41,152.96
2/14/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,92.94,139.67,144.62,29.03,98.09,28.54,88.67,135.46
2/15/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,93.54,165.03,172.04,26.2,98.19,25.87,147.58,232.54
2/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,108.24,173.33,177.25,28.3,99.16,28.12,48.18,162.41
2/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,140.99,193.57,194.13,32.74,101.93,33.49,197.98,185.74
2/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,128.83,144.81,148.74,41.66,99.96,41.81,50.56,66.53
2/19/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,67.28,68.82,68.76,44.13,101.57,44.92,-53.77,-19.9
2/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,49.58,72.32,71.35,31.83,102.61,32.65,10.51,35.89
2/21/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,76.84,134.53,135.8,25.55,100.52,25.73,168.92,399.83
2/22/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,76.59,136.02,138.5,25.31,100.14,25.44,-23.45,127.62
2/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,65.77,121.5,123.07,24.26,100.27,24.38,-5.66,92.25
2/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,130.59,151.52,156.95,36.92,98.26,36.36,231.73,132.74
2/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,108.28,126.4,124.93,37.22,103.15,38.54,-7.5,10.3
2/26/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,63.31,61.7,63.27,45.26,99.56,45.23,-36.64,-36.2
2/27/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,87.36,138.93,142.45,27.85,98.98,27.63,91.75,319.8
2/28/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,94.91,146.17,150.08,28.68,99.52,28.66,285.15,263.37
3/1/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,110.51,171.99,177.8,28.51,98.57,28.18,119.14,191.77
3/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,101.2,188.54,189.05,24.74,100.93,24.99,92.81,140.32
3/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,179.1,222.85,233.23,35.89,97.47,35.1,204.32,245.5
3/4/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,127.43,145.18,144.7,43.24,102.82,44.72,44.79,45.54
3/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,59.65,60.2,60.27,43.29,102.25,44.45,-18.82,-23.82
3/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,56.25,98.83,101.89,24.97,98.55,24.7,21.83,71.55
3/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,59.37,124.05,126.17,21.84,99.78,21.82,134.36,134.28
3/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,105.29,166.73,168.55,26.54,100.82,26.83,65.9,115.9
3/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,95.47,141.86,144.22,30.49,100.18,30.59,-10.43,73.6
3/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,106.23,157.91,159.94,29.73,100.11,29.82,111.03,135.41
3/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,127.96,145.63,144.95,41.15,102.39,42.22,-10.34,48.2
3/12/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,64.33,77.53,76.98,38.49,102.3,39.47,-27.05,-27.28
3/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,66.42,134.83,137.14,22.54,99.64,22.47,20.17,124.61
3/14/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,95.89,143.38,146.97,29.29,99.81,29.31,73.57,125.22
3/15/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,138.29,185.1,191.21,32.98,98.35,32.53,106.96,129.5
3/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,126.85,179.07,183.77,31.46,98.77,31.15,71.93,129.44
3/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,120.77,167.09,170.09,32.09,99.94,32.15,45.21,60.27
3/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,108.7,134.01,132.42,36.86,103.48,38.3,-16.45,8.18
3/19/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,53.92,58.72,58.41,39.46,102.66,40.62,-44.27,-42.36
3/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,81.42,120.55,124.85,30.94,98.48,30.56,153.14,205.47
3/21/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,87.65,168.18,172.3,23.94,99.03,23.76,205.64,142.99
3/22/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,104.6,183.49,187.51,25.94,100.68,26.22,136.39,144.22
3/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,107.33,186.73,190.8,26.33,99.4,26.22,127.11,156.7
3/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,130.26,177.64,182.74,34.17,98.99,33.95,118.83,141.38
3/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,124.45,137.08,139.03,40.51,100.79,40.99,-10.42,9.4
3/26/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,83.66,85.21,85.27,43.34,101.9,44.3,-23.93,11.53
3/27/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,68.73,113.18,117.67,28.05,97.99,27.5,40.36,123.21
3/28/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,102.34,136.23,140.57,32.43,98.72,32.22,132.25,127.76
3/29/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,94.64,155.59,161.47,26.39,98.13,25.97,16.28,138.19
3/30/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,103.46,160.91,166.24,29.05,98.75,28.79,-7.28,72.23
3/31/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 11,108.77,168.33,173.07,31.42,98.95,31.2,67.29,66.15
1/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,36.88,46.55,46.98,37.88,100.1,37.86,298.22,7.32
1/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,59.88,91.45,94.93,50.37,98.33,49.76,612.47,216.16
1/4/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,97.11,121.14,125.36,33.69,98.79,33.34,130.94,109.01
1/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,63.26,132.59,137.26,22.26,98.48,22.03,48.41,112.3
1/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,63.41,127.1,129.57,23.05,99.49,22.88,-4.5,117.41
1/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,56.38,79.02,82.42,30.93,97.61,30.29,37.7,19.68
1/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,33.53,45.27,44.92,33.62,102.67,34.64,67.27,55.67
1/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,63.16,100.06,104.33,29.06,97.58,28.43,612.87,292.91
1/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,48.86,116.34,116.66,19.84,101.41,20.17,58.13,85.04
1/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,55.98,123.49,123.46,20.55,101.6,20.93,49.83,87.97
1/12/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,67.61,94.66,97.18,51.82,99.04,51.62,-4.35,40.8
1/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,58.58,127.17,130.17,21.71,99.21,21.52,153.1,107.55
1/14/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,54.44,85.74,83.88,27.6,103.99,28.73,-33.52,30.54
1/15/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,24.07,67.5,65.79,15.4,104.43,16.13,-37.5,16.24
1/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,57.39,108.53,111.67,25.14,98.37,24.75,382.07,253.52
1/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,68.89,136.51,139.23,22.91,99.41,22.77,188.52,145.01
1/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,59.71,124.55,128.45,22.88,99.12,22.81,130.97,131.66
1/19/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,97.31,135.6,141.25,31.61,97.74,30.99,179.65,99.55
1/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,86.63,126.25,128.65,39.44,100.08,39.7,247.34,182.19
1/21/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,73.31,96.62,96.86,34.16,101.62,34.84,13.59,41.16
1/22/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,29.43,61.21,60.3,22.83,102.83,23.27,-32.05,0.72
1/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,46.75,114.67,117.83,20.18,99.65,20.23,296.82,224.02
1/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,62.61,136.33,140.54,22.63,98.45,22.28,102.39,87.68
1/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,80.1,144.53,151.11,24.75,97.54,24.25,71.5,150.68
1/26/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,76.97,112.36,115.18,49.17,99.45,49.19,222.33,40.36
1/27/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,58.71,120.92,120.96,23.05,101.29,23.29,8.77,109.95
1/28/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,63.55,85.51,84,32.94,103.5,34.02,28.07,57.66
1/29/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,44.06,56.41,56.29,37.39,101.66,38.01,2.55,9.91
1/30/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,48.79,114.41,115.38,21.13,100.11,21.1,194.33,180.45
1/31/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,54.45,63.78,66.57,36.82,97.54,36.01,24.6,47.07
2/1/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,56.74,94.78,98.32,33.22,98.06,32.68,26.42,91.78
2/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,60.88,124.9,127.19,22.14,100.1,22.24,47.71,167.69
2/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,283.11,204.09,203.61,59.91,102.04,61.32,993.93,278.01
2/4/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,66.41,85.38,86.28,34.31,100.89,34.76,101.11,10.55
2/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,27.7,53.64,52.98,24.26,102.83,24.95,5.91,3.5
2/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,59.77,101.46,103.52,26.35,99.37,26.23,461.17,178.05
2/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,41.73,121.85,124.31,16.98,99.25,16.82,84.16,75.03
2/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,61.37,157.05,160.06,18.07,99.37,17.97,51.16,66.79
2/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,69.84,145.89,147.61,21.55,99.89,21.55,7.65,96.62
2/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,289.79,114.6,116.58,244.22,100.27,245.34,768.42,66.07
2/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,64.44,103.73,104.58,27.74,101.15,28.24,-18.67,46.73
2/12/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,34.7,61.27,60.65,25.25,102.91,26.11,13.79,-14.87
2/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,51.23,119.34,121.67,20.44,100.37,20.61,198.54,224.5
2/14/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,80.76,145.35,148.57,26.67,98.97,26.33,97.87,79.39
2/15/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,74.02,167.23,171.65,22.44,99.45,22.44,-53.27,199.43
2/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,92.63,155.36,158.01,27.92,99.64,27.83,-17.78,128.13
2/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,95.91,114.97,114.58,53.15,102.02,54.41,95.51,24.89
2/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,79.96,95.93,96.77,36.9,101.16,37.5,49.93,69.62
2/19/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,41.38,57.9,58.26,33.6,101.15,34.09,-11.62,-15.14
2/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,28.99,51.37,51.49,26.23,101.24,26.35,35.73,24.08
2/21/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,58.23,122.65,126.23,22.91,98.9,22.72,229.33,180.3
2/22/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,73.31,153.18,156.02,23.93,100.24,24.1,-12.15,131.44
2/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,44.79,113.29,116.84,20.01,98.61,19.78,0.47,58.97
2/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,89.63,121.53,126.21,34.29,97.96,33.68,241.66,74.02
2/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,62.62,89.92,90.56,30.83,101.12,31.28,-39.81,25.52
2/26/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,37.78,54.72,53.98,31.54,102.93,32.15,-33.66,10.13
2/27/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,83.83,148.66,152.4,26.44,98.91,26.18,404.82,299.99
2/28/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,88.7,159.51,161.35,25.77,100.86,26.1,317.51,100.55
3/1/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,91.65,118.45,121.19,43.54,99.6,43.64,169.77,26.21
3/2/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,104.52,158.47,162.47,29.3,99.26,29.17,78.8,129.16
3/3/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,116.6,191.2,198.61,26.34,98,25.89,65.86,210.76
3/4/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,69.75,89.01,85.71,34.6,105.58,36.35,27.65,28.98
3/5/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,37.93,51.41,51.81,34.21,101.52,34.99,6.52,-18.62
3/6/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,50.75,114.04,117.19,21.95,98.66,21.68,196.44,178.35
3/7/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,55.21,120.55,122.82,21.78,99.42,21.65,134.86,54.08
3/8/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,83.33,145.39,146.31,25.86,101.13,26.23,93.75,98.61
3/9/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,102.21,146,147.2,33.31,100.5,33.53,59.8,18.68
3/10/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,78.88,134.11,135.46,26.28,100.61,26.49,46.79,17.5
3/11/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,76.76,92.84,91.05,37.43,103.53,38.55,50.87,-0.83
3/12/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,43.62,66.2,65.29,32.44,102.46,33.09,61.15,3.79
3/13/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,89.32,103.14,104.25,60.83,100.08,61.12,203.77,98.76
3/14/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,90.75,154.99,152.72,27.49,102.63,28.16,32.9,119.54
3/15/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,105.66,173.86,178.75,28.52,98.76,28.22,100.72,103.35
3/16/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,72.47,140.68,145.35,24.88,98.41,24.51,0.9,57.04
3/17/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,73.91,125.72,124.95,32.44,101.8,32.85,27.22,7.75
3/18/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,89.52,114.6,116.8,34.45,99.99,34.61,178.34,-19.49
3/19/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,46.87,64.62,65.68,33.14,101.41,33.86,-1.94,-23.83
3/20/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,59.32,106.15,108.37,28.42,99.38,28.23,264.23,162.42
3/21/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,66.25,143.94,148.02,22.04,98.78,21.81,177.49,46.2
3/22/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,93.51,156.5,161.99,27.19,99.12,27.1,36.34,49.29
3/23/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,78.12,131.75,136.6,26.82,98.26,26.45,-15.85,70.5
3/24/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,77.41,149.87,153.82,25.62,98.96,25.34,98.7,242.47
3/25/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,71.17,95,96.2,32.23,100.53,32.47,17.57,-16.89
3/26/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,46.61,64.15,65.7,33.3,99.57,33.39,16.51,17.88
3/27/2023,Total Retail,Overall,Msa,Edmonton,Canada,Central Business Site 12,73.97,127.17,131.18,29.55,98.25,29.02,202.91,219.83
